"","name","budget","company","country","director","genre","gross","rating","released","runtime","score","star","votes","writer","year","number of reviews"
"2683","The Relic",4e+07,"British Broadcasting Corporation (BBC)","UK","Peter Hyams","Horror","33956608.0","R","1997-01-10",110,"5.7","Penelope Ann Miller","20582","Douglas Preston",1997,165
"2684","The Remains of the Day",1.5e+07,"Columbia Pictures Corporation","USA","James Ivory","Drama","22954968.0","PG","1993-11-19",134,"7.9","Anthony Hopkins","49507","Kazuo Ishiguro",1993,156
"2685","The Replacement Killers",3e+07,"Columbia Pictures Corporation","USA","Antoine Fuqua","Action","18967571.0","R","1998-02-06",87,"6.1","Yun-Fat Chow","24291","Ken Sanzel",1998,167
"2686","The Replacements",5e+07,"Bel Air Entertainment","USA","Howard Deutch","Comedy","44737059.0","PG-13","2000-08-11",118,"6.5","Keanu Reeves","50976","Vince McKewin",2000,261
"2687","The Ring Two",5e+07,"DreamWorks","USA","Hideo Nakata","Horror","76231249.0","PG-13","2005-03-18",110,"5.4","Naomi Watts","78527","Ehren Kruger",2005,560
"2688","The Rite",3.7e+07,"New Line Cinema","USA","Mikael Håfström","Drama","33047633.0","PG-13","2011-01-28",114,"6.0","Colin O'Donoghue","80181","Michael Petroni",2011,197
"2689","The River Wild",4.5e+07,"Universal Pictures","USA","Curtis Hanson","Action","46815748.0","PG-13","1994-09-30",111,"6.3","Meryl Streep","35146","Denis O'Neill",1994,69
"2690","The Road",2.5e+07,"Dimension Films","USA","John Hillcoat","Adventure","56692.0","R","2009-12-18",111,"7.3","Viggo Mortensen","191196","Cormac McCarthy",2009,504
"2691","The Road to El Dorado",9.5e+07,"DreamWorks Animation","USA","Bibo Bergeron","Animation","50863742.0","PG","2000-03-31",89,"6.9","Kevin Kline","65786","Terry Rossio",2000,139
"2692","The Rock",7.5e+07,"Hollywood Pictures","USA","Michael Bay","Action","134069511.0","R","1996-06-07",136,"7.4","Sean Connery","274324","David Weisberg",1996,415
"2693","The Rocker",1.5e+07,"Fox Atomic","USA","Peter Cattaneo","Comedy","6409528.0","PG-13","2008-08-20",102,"6.2","Rainn Wilson","33768","Maya Forbes",2008,104
"2694","The Rookie",2e+07,"98 MPH Productions","USA","John Lee Hancock","Drama","75600072.0","G","2002-03-29",127,"7.0","Dennis Quaid","28077","Mike Rich",2002,174
"2695","The Rookie",1e+07,"Warner Bros.","USA","Clint Eastwood","Action","21633874.0","R","1990-12-07",120,"5.8","Clint Eastwood","21622","Boaz Yakin",1990,174
"2696","The Roommate",1.6e+07,"Screen Gems","USA","Christian E. Christiansen","Drama","37300107.0","PG-13","2011-02-04",100,"4.9","Minka Kelly","30941","Sonny Mallhi",2011,115
"2697","The Royal Tenenbaums",2.1e+07,"Touchstone Pictures","USA","Wes Anderson","Comedy","52364010.0","R","2002-01-04",110,"7.6","Gene Hackman","225505","Wes Anderson",2001,962
"2698","The Rugrats Movie",2.4e+07,"Paramount Pictures","USA","Igor Kovalyov","Animation","100494675.0","G","1998-11-20",79,"5.9","Elizabeth Daily","15183","David N. Weiss",1998,67
"2699","The Ruins",8e+06,"DreamWorks","USA","Carter Smith","Horror","17432844.0","R","2008-04-04",90,"5.9","Shawn Ashmore","62603","Scott B. Smith",2008,351
"2700","The Rules of Attraction",4e+06,"Kingsgate Films","Germany","Roger Avary","Comedy","6532619.0","R","2002-10-11",110,"6.7","James Van Der Beek","45923","Bret Easton Ellis",2002,425
"2701","The Runaways",1e+07,"River Road Entertainment","USA","Floria Sigismondi","Biography","3571735.0","R","2010-03-19",106,"6.6","Kristen Stewart","41586","Floria Sigismondi",2010,129
"2702","The Rundown",8.5e+07,"Columbia Pictures Corporation","USA","Peter Berg","Action","47726342.0","PG-13","2003-09-26",104,"6.7","Dwayne Johnson","87321","R.J. Stewart",2003,255
"2703","The Running Man",2.7e+07,"Braveworld Productions","USA","Paul Michael Glaser","Action","38122105.0","R","1987-11-13",101,"6.6","Arnold Schwarzenegger","120345","Stephen King",1987,226
"2704","The Saint",6.8e+07,"Paramount Pictures","USA","Phillip Noyce","Action","61355436.0","PG-13","1997-04-04",116,"6.2","Val Kilmer","54546","Leslie Charteris",1997,184
"2705","The Salton Sea",1.8e+07,"Castle Rock Entertainment","USA","D.J. Caruso","Crime","764554.0","R","2002-05-17",103,"7.2","Val Kilmer","27543","Tony Gayton",2002,180
"2706","The Santa Clause",2.2e+07,"Walt Disney Pictures","USA","John Pasquin","Comedy","144833357.0","PG","1994-11-11",97,"6.4","Tim Allen","71963","Leo Benvenuti",1994,111
"2707","The Santa Clause 2",6.5e+07,"Walt Disney Pictures","USA","Michael Lembeck","Comedy","139236327.0","G","2002-11-01",104,"5.6","Tim Allen","38234","Don Rhymer",2002,116
"2708","The Score",6.8e+07,"Paramount Pictures","USA","Frank Oz","Crime","71069884.0","R","2001-07-13",124,"6.8","Robert De Niro","107003","Daniel E. Taylor",2001,445
"2709","The Scorpion King",6e+07,"Universal Pictures","USA","Chuck Russell","Action","91047077.0","PG-13","2002-04-19",92,"5.5","Dwayne Johnson","110841","Stephen Sommers",2002,432
"2710","The Second Best Exotic Marigold Hotel",1e+07,"Babieka","UK","John Madden","Comedy","33078266.0","PG","2015-03-06",122,"6.6","Judi Dench","25886","Ol Parker",2015,100
"2711","The Secret in Their Eyes",2e+06,"Tornasol Films","Argentina","Juan José Campanella","Drama","20167424.0","R","2010-05-21",129,"8.2","Ricardo Darín","149747","Eduardo Sacheri",2009,231
"2712","The Secret Life of Bees",1.1e+07,"Fox Searchlight Pictures","USA","Gina Prince-Bythewood","Drama","37766350.0","PG-13","2008-10-17",114,"7.3","Dakota Fanning","21142","Gina Prince-Bythewood",2008,56
"2713","The Secret Life of Walter Mitty",9e+07,"Twentieth Century Fox Film Corporation","USA","Ben Stiller","Adventure","58236838.0","PG","2013-12-25",114,"7.3","Ben Stiller","255109","Steve Conrad",2013,515
"2714","The Sentinel",6e+07,"Twentieth Century Fox Film Corporation","USA","Clark Johnson","Action","36280697.0","PG-13","2006-04-21",108,"6.1","Michael Douglas","43940","George Nolfi",2006,213
"2715","The Sessions",1e+06,"Fox Searchlight Pictures","USA","Ben Lewin","Biography","6002451.0","R","2012-11-16",95,"7.2","John Hawkes","38014","Ben Lewin",2012,126
"2716","The Shadow",2.5e+07,"Universal Pictures","USA","Russell Mulcahy","Action","32055248.0","PG-13","1994-07-01",108,"6.0","Alec Baldwin","19958","Walter B. Gibson",1994,146
"2717","The Shallows",1.7e+07,"Columbia Pictures","USA","Jaume Collet-Serra","Drama","55121623.0","PG-13","2016-06-24",86,"6.3","Blake Lively","87057","Anthony Jaswinski",2016,139
"2718","The Shawshank Redemption",2.5e+07,"Castle Rock Entertainment","USA","Frank Darabont","Crime","28341469.0","R","1994-10-14",142,"9.3","Tim Robbins","1861666","Stephen King",1994,4144
"2719","The Shipping News",3.5e+07,"Miramax","USA","Lasse Hallström","Drama","11434216.0","R","2002-01-18",111,"6.8","Kevin Spacey","29749","Annie Proulx",2001,208
"2720","The Siege",7e+07,"Twentieth Century Fox Film Corporation","USA","Edward Zwick","Action","40981289.0","R","1998-11-06",116,"6.3","Denzel Washington","61043","Lawrence Wright",1998,281
"2721","The Signal",4e+06,"Automatik Entertainment","USA","William Eubank","Sci-Fi","600896.0","PG-13","2014-07-10",97,"6.1","Brenton Thwaites","53291","Carlyle Eubank",2014,180
"2722","The Silence of the Lambs",1.9e+07,"Strong Heart/Demme Production","USA","Jonathan Demme","Crime","130742922.0","R","1991-02-14",118,"8.6","Jodie Foster","990212","Thomas Harris",1991,916
"2723","The Simpsons Movie",7.5e+07,"Twentieth Century Fox Film Corporation","USA","David Silverman","Animation","183135014.0","PG-13","2007-07-27",87,"7.4","Dan Castellaneta","273363","James L. Brooks",2007,763
"2724","The Singing Detective",8e+06,"Icon Productions","USA","Keith Gordon","Comedy","336456.0","R","2003-11-14",109,"5.6","Robert Downey Jr.","7414","Dennis Potter",2003,79
"2725","The Sisterhood of the Traveling Pants",2.5e+07,"Alcon Entertainment","USA","Ken Kwapis","Comedy","39008741.0","PG","2005-06-01",119,"6.5","Amber Tamblyn","47742","Ann Brashares",2005,223
"2726","The Sixth Sense",4e+07,"Hollywood Pictures","USA","M. Night Shyamalan","Drama","293506292.0","PG-13","1999-08-06",107,"8.1","Bruce Willis","766528","M. Night Shyamalan",1999,2073
"2727","The Skeleton Key",4.3e+07,"Universal Pictures","USA","Iain Softley","Horror","47806295.0","PG-13","2005-08-12",104,"6.5","Kate Hudson","93583","Ehren Kruger",2005,371
"2728","The Skulls",3.5e+07,"Universal Pictures","USA","Rob Cohen","Action","35007180.0","PG-13","2000-03-31",106,"5.6","Joshua Jackson","28112","John Pogue",2000,193
"2729","The Slaughter Rule",5e+05,"Solaris","USA","Alex Smith","Drama","13134.0","R","2002-01-11",112,"6.1","Ryan Gosling","2098","Alex Smith",2002,32
"2730","The Smurfs",1.1e+08,"Columbia Pictures","USA","Raja Gosnell","Animation","142614158.0","PG","2011-07-29",100,"5.5","Hank Azaria","71925","J. David Stem",2011,153
"2731","The Smurfs 2",1.05e+08,"Columbia Pictures","USA","Raja Gosnell","Animation","71017784.0","PG","2013-07-31",105,"5.4","Neil Patrick Harris","30631","J. David Stem",2013,59
"2732","The Social Network",4e+07,"Columbia Pictures","USA","David Fincher","Biography","96962694.0","PG-13","2010-10-01",120,"7.7","Jesse Eisenberg","521956","Aaron Sorkin",2010,696
"2733","The Soloist",6e+07,"DreamWorks","UK","Joe Wright","Biography","31670931.0","PG-13","2009-04-24",117,"6.7","Jamie Foxx","45900","Susannah Grant",2009,143
"2734","The Sorcerer's Apprentice",1.5e+08,"Walt Disney Pictures","USA","Jon Turteltaub","Action","63150991.0","PG","2010-07-14",109,"6.1","Nicolas Cage","133390","Lawrence Konner",2010,238
"2735","The Spanish Prisoner",1e+07,"Jasmine Productions Inc.","USA","David Mamet","Drama","10200000.0","PG","1998-05-15",110,"7.3","Steve Martin","19466","David Mamet",1997,263
"2736","The Specialist",4.5e+07,"Warner Bros.","Peru","Luis Llosa","Action","57362581.0","R","1994-10-07",110,"5.5","Sylvester Stallone","53868","John Shirley",1994,116
"2737","The Specials",1e+06,"Brillstein-Grey Entertainment","USA","Craig Mazin","Action","12996.0","R","2000-09-18",82,"6.0","Rob Lowe","2010","James Gunn",2000,54
"2738","The Spectacular Now",2500000,"Andrew Lauren Productions (ALP)","USA","James Ponsoldt","Comedy","6851969.0","R","2013-09-13",95,"7.1","Miles Teller","119642","Scott Neustadter",2013,178
"2739","The Spiderwick Chronicles",9e+07,"Paramount Pictures","USA","Mark Waters","Adventure","71195053.0","PG","2008-02-14",96,"6.6","Freddie Highmore","74370","Karey Kirkpatrick",2008,125
"2740","The Spirit",6e+07,"Lionsgate","USA","Frank Miller","Action","19781879.0","PG-13","2008-12-25",103,"4.8","Gabriel Macht","55602","Frank Miller",2008,290
"2741","The SpongeBob Movie: Sponge Out of Water",7.4e+07,"Paramount Animation","USA","Paul Tibbitt","Animation","162994032.0","PG","2015-02-06",92,"6.0","Tom Kenny","38659","Glenn Berger",2015,133
"2742","The SpongeBob SquarePants Movie",3e+07,"Paramount Pictures","USA","Stephen Hillenburg","Animation","85417988.0","PG","2004-11-19",87,"7.0","Jeffrey Tambor","64107","Stephen Hillenburg",2004,186
"2743","The Spy Next Door",2.8e+07,"Relativity Media","USA","Brian Levant","Action","24268828.0","PG","2010-01-15",94,"5.4","Jackie Chan","33070","Jonathan Bernstein",2010,71
"2744","The Squid and the Whale",1500000,"Samuel Goldwyn Films","USA","Noah Baumbach","Comedy","7362100.0","R","2005-12-16",81,"7.4","Owen Kline","64252","Noah Baumbach",2005,232
"2745","The Station Agent",5e+05,"SenArt Films","USA","Tom McCarthy","Comedy","5739376.0","R","2003-12-05",89,"7.7","Peter Dinklage","61005","Tom McCarthy",2003,286
"2746","The Stepford Wives",9e+07,"Paramount Pictures","USA","Frank Oz","Comedy","59484742.0","PG-13","2004-06-11",93,"5.2","Nicole Kidman","52194","Ira Levin",2004,407
"2747","The Story of Us",5e+07,"Castle Rock Entertainment","USA","Rob Reiner","Comedy","27067160.0","R","1999-10-15",95,"5.9","Bruce Willis","19215","Alan Zweibel",1999,150
"2748","The Straight Story",1e+07,"Asymmetrical Productions","France","David Lynch","Biography","6203044.0","G","1999-11-03",112,"8.0","Richard Farnsworth","68583","John Roach",1999,414
"2749","The Sum of All Fears",6.8e+07,"Paramount Pictures","USA","Phil Alden Robinson","Action","118907036.0","PG-13","2002-05-31",124,"6.4","Ben Affleck","91007","Tom Clancy",2002,568
"2750","The Sweetest Thing",4.3e+07,"Columbia Pictures Corporation","USA","Roger Kumble","Comedy","24718164.0","R","2002-04-12",88,"5.1","Cameron Diaz","48712","Nancy Pimental",2002,403
"2751","The Switch",1.9e+07,"Mandate Pictures","USA","Josh Gordon","Comedy","27758465.0","PG-13","2010-08-20",100,"6.1","Jennifer Aniston","83839","Allan Loeb",2010,120
"2752","The Tale of Despereaux",6e+07,"Universal Pictures","UK","Sam Fell","Animation","50877145.0","G","2008-12-19",93,"6.1","Matthew Broderick","32512","Kate DiCamillo",2008,106
"2753","The Talented Mr. Ripley",4e+07,"Miramax","USA","Anthony Minghella","Crime","81298265.0","R","1999-12-25",139,"7.3","Matt Damon","148622","Patricia Highsmith",1999,696
"2754","The Tempest",2e+07,"Miramax","USA","Julie Taymor","Comedy","277943.0","PG-13","2011-01-07",110,"5.4","Helen Mirren","6589","Julie Taymor",2010,36
"2755","The Terminal",6e+07,"DreamWorks","USA","Steven Spielberg","Comedy","77872883.0","PG-13","2004-06-18",128,"7.3","Tom Hanks","330983","Andrew Niccol",2004,596
"2756","The Texas Chainsaw Massacre 2",4700000,"Cannon Films","USA","Tobe Hooper","Comedy","8025872.0","UNRATED","1986-08-22",89,"5.6","Dennis Hopper","21253","L.M. Kit Carson",1986,258
"2757","The Texas Chainsaw Massacre: The Beginning",1.6e+07,"New Line Cinema","USA","Jonathan Liebesman","Horror","39517763.0","R","2006-10-06",91,"5.9","Jordana Brewster","59869","Sheldon Turner",2006,366
"2758","The Theory of Everything",1.5e+07,"Working Title Films","UK","James Marsh","Biography","35893537.0","PG-13","2014-11-26",123,"7.7","Eddie Redmayne","310187","Anthony McCarten",2014,388
"2759","The Thin Red Line",5.2e+07,"Fox 2000 Pictures","USA","Terrence Malick","Drama","36400491.0","R","1999-01-15",170,"7.6","Jim Caviezel","148812","James Jones",1998,1448
"2760","The Thing",3.8e+07,"Morgan Creek Productions","USA","Matthijs van Heijningen Jr.","Horror","16928670.0","R","2011-10-14",103,"6.2","Mary Elizabeth Winstead","102345","Eric Heisserer",2011,911
"2761","The Thomas Crown Affair",4.8e+07,"United Artists","USA","John McTiernan","Crime","69304264.0","R","1999-08-06",113,"6.8","Pierce Brosnan","76693","Alan Trustman",1999,419
"2762","The Three Musketeers",7.5e+07,"Summit Entertainment","Germany","Paul W.S. Anderson","Action","20377913.0","PG-13","2011-10-21",110,"5.8","Logan Lerman","93671","Alex Litvak",2011,254
"2763","The Three Musketeers",3e+07,"Walt Disney Pictures","Austria","Stephen Herek","Action","53898845.0","PG","1993-11-12",105,"6.4","Charlie Sheen","43792","Alexandre Dumas",1993,254
"2764","The Tigger Movie",3e+07,"Disney Television Animation","USA","Jun Falkenstein","Animation","45554533.0","G","2000-02-11",77,"6.3","Jim Cummings","14258","A.A. Milne",2000,53
"2765","The Time Machine",8e+07,"Warner Bros.","USA","Simon Wells","Action","56684819.0","PG-13","2002-03-08",96,"5.9","Guy Pearce","108052","H.G. Wells",2002,615
"2766","The Time Traveler's Wife",3.9e+07,"New Line Cinema","USA","Robert Schwentke","Drama","63414846.0","PG-13","2009-08-14",107,"7.1","Eric Bana","122959","Bruce Joel Rubin",2009,234
"2767","The To Do List",1500000,"3 Arts Entertainment","USA","Maggie Carey","Comedy","3447339.0","R","2013-07-26",104,"5.8","Aubrey Plaza","32105","Maggie Carey",2013,79
"2768","The Tourist",1e+08,"GK Films","USA","Florian Henckel von Donnersmarck","Action","67631157.0","PG-13","2010-12-10",103,"6.0","Johnny Depp","190376","Florian Henckel von Donnersmarck",2010,374
"2769","The Tourist",1e+08,"GK Films","USA","Florian Henckel von Donnersmarck","Action","67631157.0","PG-13","2010-12-10",103,"6.0","Johnny Depp","190376","Florian Henckel von Donnersmarck",2010,374
"2770","The Town",3.7e+07,"Warner Bros.","USA","Ben Affleck","Crime","92186262.0","R","2010-09-17",125,"7.6","Ben Affleck","299626","Peter Craig",2010,420
"2771","The Toxic Avenger Part II",2300000,"Lorimar Film Entertainment","USA","Michael Herz","Action","792966.0","R","1989-02-24",102,"5.1","Ron Fazio","5067","Lloyd Kaufman",1989,40
"2772","The Transporter",2.1e+07,"EuropaCorp","France","Louis Leterrier","Action","25296447.0","PG-13","2002-10-11",92,"6.8","Jason Statham","252974","Luc Besson",2002,460
"2773","The Tree of Life",3.2e+07,"Cottonwood Pictures","USA","Terrence Malick","Drama","13303319.0","PG-13","2011-10-21",139,"6.8","Brad Pitt","146243","Terrence Malick",2011,975
"2774","The Triplets of Belleville",9500000,"Les Armateurs","France","Sylvain Chomet","Animation","7002255.0","PG-13","2004-02-13",80,"7.8","Michèle Caucheteux","44860","Sylvain Chomet",2003,312
"2775","The Truman Show",6e+07,"Paramount Pictures","USA","Peter Weir","Comedy","125618201.0","PG","1998-06-05",103,"8.1","Jim Carrey","740961","Andrew Niccol",1998,877
"2776","The Tuxedo",6e+07,"Blue Train Productions","USA","Kevin Donovan","Action","50547998.0","PG-13","2002-09-27",98,"5.3","Jackie Chan","67127","Phil Hay",2002,207
"2777","The Twilight Saga: Breaking Dawn - Part 2",1.2e+08,"Summit Entertainment","USA","Bill Condon","Adventure","292298923.0","PG-13","2012-11-16",115,"5.5","Kristen Stewart","197849","Melissa Rosenberg",2012,329
"2778","The Twilight Saga: Breaking Dawn - Part 2",1.2e+08,"Summit Entertainment","USA","Bill Condon","Adventure","292298923.0","PG-13","2012-11-16",115,"5.5","Kristen Stewart","197849","Melissa Rosenberg",2012,329
"2779","The Twilight Saga: Eclipse",6.8e+07,"Summit Entertainment","USA","David Slade","Adventure","300531751.0","PG-13","2010-06-30",124,"4.9","Kristen Stewart","195941","Melissa Rosenberg",2010,498
"2780","The Twilight Saga: New Moon",5e+07,"Temple Hill Entertainment","USA","Chris Weitz","Adventure","296623634.0","PG-13","2009-11-20",130,"4.6","Kristen Stewart","232524","Melissa Rosenberg",2009,919
"2781","The Ugly Truth",3.8e+07,"Columbia Pictures","USA","Robert Luketic","Comedy","88915214.0","R","2009-07-24",96,"6.5","Katherine Heigl","175985","Nicole Eastman",2009,169
"2782","The Unborn",1.6e+07,"Rogue Pictures","USA","David S. Goyer","Drama","42670410.0","PG-13","2009-01-09",88,"4.8","Odette Annable","44283","David S. Goyer",2009,230
"2783","The Unborn",1.6e+07,"Rogue Pictures","USA","David S. Goyer","Drama","42670410.0","PG-13","2009-01-09",88,"4.8","Odette Annable","44283","David S. Goyer",2009,230
"2784","The Untouchables",2.5e+07,"Paramount Pictures","USA","Brian De Palma","Crime","76270454.0","R","1987-06-03",119,"7.9","Kevin Costner","234254","Oscar Fraley",1987,418
"2785","The Upside of Anger",9e+06,"New Line Cinema","USA","Mike Binder","Comedy","18761993.0","R","2005-04-01",100,"6.9","Joan Allen","19715","Mike Binder",2005,219
"2786","The Usual Suspects",6e+06,"PolyGram Filmed Entertainment","USA","Bryan Singer","Crime","23341568.0","R","1995-09-15",106,"8.6","Kevin Spacey","814470","Christopher McQuarrie",1995,1182
"2787","The Vatican Tapes",8e+06,"Lionsgate","USA","Mark Neveldine","Horror","1712111.0","PG-13","2015-08-07",91,"5.1","Olivia Taylor Dudley","13305","Christopher Borrelli",2015,53
"2788","The Village",6e+07,"Touchstone Pictures","USA","M. Night Shyamalan","Drama","114197520.0","PG-13","2004-07-30",108,"6.5","Sigourney Weaver","209350","M. Night Shyamalan",2004,2003
"2789","The Virgin Suicides",6e+06,"American Zoetrope","USA","Sofia Coppola","Drama","4859475.0","R","2000-05-19",97,"7.2","Kirsten Dunst","125166","Jeffrey Eugenides",1999,520
"2790","The Visit",5e+06,"Blinding Edge Pictures","USA","M. Night Shyamalan","Horror","65206105.0","PG-13","2015-09-11",94,"6.2","Olivia DeJonge","86781","M. Night Shyamalan",2015,455
"2791","The Vow",3e+07,"Screen Gems","USA","Michael Sucsy","Drama","125014030.0","PG-13","2012-02-10",104,"6.8","Rachel McAdams","159841","Abby Kohn",2012,164
"2792","The Wackness",6e+06,"Occupant Entertainment","UK","Jonathan Levine","Comedy","2077116.0","R","2008-08-01",99,"7.0","Josh Peck","28052","Jonathan Levine",2008,75
"2793","The Walk",3.5e+07,"Sony Pictures Entertainment (SPE)","USA","Robert Zemeckis","Adventure","10137502.0","PG","2015-10-09",123,"7.3","Joseph Gordon-Levitt","97203","Robert Zemeckis",2015,195
"2794","The Warrior's Way",4.5e+07,"Rogue","New Zealand","Sngmoo Lee","Action","5664251.0","R","2010-12-03",100,"6.3","Dong-gun Jang","23178","Sngmoo Lee",2010,102
"2795","The Wash",7e+06,"Lions Gate Films","USA","DJ Pooh","Comedy","10097096.0","R","2001-11-14",100,"4.7","Dr. Dre","5897","DJ Pooh",2001,38
"2796","The Watch",6.8e+07,"Twentieth Century Fox Film Corporation","USA","Akiva Schaffer","Action","35353000.0","R","2012-07-27",102,"5.7","Ben Stiller","109650","Jared Stern",2012,207
"2797","The Watch",6.8e+07,"Twentieth Century Fox Film Corporation","USA","Akiva Schaffer","Action","35353000.0","R","2012-07-27",102,"5.7","Ben Stiller","109650","Jared Stern",2012,207
"2798","The Watcher",3e+07,"Lewitt / Eberts Prouctions","USA","Joe Charbanic","Crime","28927720.0","R","2000-09-08",97,"5.3","James Spader","23123","Darcy Meyers",2000,181
"2799","The Waterboy",2e+07,"Robert Simonds Productions","USA","Frank Coraci","Comedy","161491646.0","PG-13","1998-11-06",90,"6.1","Adam Sandler","127466","Tim Herlihy",1998,300
"2800","The Way of the Gun",8500000,"Artisan Entertainment","USA","Christopher McQuarrie","Action","6055661.0","R","2000-09-08",119,"6.7","Ryan Phillippe","28466","Christopher McQuarrie",2000,327
"2801","The Way Way Back",5e+06,"Sycamore Pictures","USA","Nat Faxon","Comedy","21501098.0","PG-13","2013-07-26",103,"7.4","Steve Carell","124197","Nat Faxon",2013,216
"2802","The Weather Man",2.2e+07,"Paramount Pictures","USA","Gore Verbinski","Comedy","12482775.0","R","2005-10-28",102,"6.6","Nicolas Cage","71722","Steve Conrad",2005,316
"2803","The Wedding Date",1.5e+07,"Gold Circle Films","USA","Clare Kilner","Comedy","31726995.0","PG-13","2005-02-04",90,"6.1","Dermot Mulroney","41497","Elizabeth Young",2005,250
"2804","The Wedding Planner",3.5e+07,"Columbia Pictures Corporation","Germany","Adam Shankman","Comedy","60400856.0","PG-13","2001-01-26",103,"5.2","Jennifer Lopez","65818","Pamela Falk",2001,229
"2805","The White Countess",1.6e+07,"Merchant Ivory Productions","UK","James Ivory","Drama","1666262.0","PG-13","2006-06-09",135,"6.7","Ralph Fiennes","5569","Kazuo Ishiguro",2005,78
"2806","The Whole Nine Yards",41300000,"Franchise Pictures","USA","Jonathan Lynn","Comedy","57262492.0","R","2000-02-18",98,"6.7","Bruce Willis","95357","Mitchell Kapner",2000,318
"2807","The Whole Ten Yards",4e+07,"Nine Yards Two Productions","USA","Howard Deutch","Comedy","16323969.0","PG-13","2004-04-09",98,"5.5","Bruce Willis","48262","Mitchell Kapner",2004,112
"2808","The Wild Thornberrys Movie",2.5e+07,"Paramount Pictures","USA","Cathy Malkasian","Animation","40108697.0","PG","2002-12-20",85,"5.3","Tim Curry","12741","Arlene Klasky",2002,33
"2809","The Witch",3500000,"Parts and Labor","USA","Robert Eggers","Horror","25138292.0","R","2016-02-19",92,"6.8","Anya Taylor-Joy","111384","Robert Eggers",2015,452
"2810","The Wolf of Wall Street",1e+08,"Red Granite Pictures","USA","Martin Scorsese","Biography","116900694.0","R","2013-12-25",180,"8.2","Leonardo DiCaprio","895552","Terence Winter",2013,1138
"2811","The Wolfman",1.5e+08,"Universal Pictures","USA","Joe Johnston","Drama","61979680.0","R","2010-02-12",103,"5.8","Benicio Del Toro","93175","Andrew Kevin Walker",2010,432
"2812","The Wolverine",1.2e+08,"Twentieth Century Fox Film Corporation","USA","James Mangold","Action","132556852.0","PG-13","2013-07-26",126,"6.7","Hugh Jackman","364907","Mark Bomback",2013,533
"2813","The Woman in Black",1.7e+07,"Cross Creek Pictures","UK","James Watkins","Drama","54333290.0","PG-13","2012-02-03",95,"6.4","Daniel Radcliffe","153960","Susan Hill",2012,509
"2814","The Women",16500000,"Picturehouse","USA","Diane English","Comedy","26902075.0","PG-13","2008-09-12",114,"4.9","Meg Ryan","17778","Diane English",2008,125
"2815","The Wood",6e+06,"Bona Fide Productions","USA","Rick Famuyiwa","Comedy","25047631.0","R","1999-07-16",106,"6.9","Elayn J. Taylor","7032","Rick Famuyiwa",1999,50
"2816","The Words",6e+06,"Also Known As Pictures","USA","Brian Klugman","Drama","11494838.0","PG-13","2012-09-07",102,"7.1","Bradley Cooper","64718","Brian Klugman",2012,130
"2817","The World's End",2e+07,"Universal Pictures","UK","Edgar Wright","Action","26004851.0","R","2013-08-23",109,"7.0","Simon Pegg","207634","Simon Pegg",2013,401
"2818","The World's Fastest Indian",2.5e+07,"OLC / Rights Entertainment","New Zealand","Roger Donaldson","Biography","5128124.0","PG-13","2006-03-24",127,"7.8","Anthony Hopkins","46465","Roger Donaldson",2005,251
"2819","The World Is Not Enough",1.35e+08,"Danjaq","UK","Michael Apted","Action","126943684.0","PG-13","1999-11-19",128,"6.4","Pierce Brosnan","165433","Neal Purvis",1999,683
"2820","The Wraith",2700000,"New Century Entertainment Corporation","USA","Mike Marvin","Action","3500000.0","PG-13","1986-11-21",93,"5.9","Charlie Sheen","11635","Mike Marvin",1986,100
"2821","The Wrestler",6e+06,"Wild Bunch","USA","Darren Aronofsky","Drama","26236603.0","R","2009-01-30",109,"7.9","Mickey Rourke","263945","Robert D. Siegel",2008,547
"2822","The X Files",6.6e+07,"Twentieth Century Fox Film Corporation","USA","Rob Bowman","Drama","83898313.0","PG-13","1998-06-19",121,"7.0","David Duchovny","90546","Chris Carter",1998,297
"2823","The X Files: I Want to Believe",3e+07,"Twentieth Century Fox Film Corporation","USA","Chris Carter","Drama","20981633.0","PG-13","2008-07-25",104,"5.9","David Duchovny","81648","Frank Spotnitz",2008,492
"2824","The Yards",2.4e+07,"Miramax","USA","James Gray","Crime","882710.0","R","2000-10-27",115,"6.4","Mark Wahlberg","17187","James Gray",2000,138
"2825","The Young Victoria",3.5e+07,"GK Films","UK","Jean-Marc Vallée","Biography","11001272.0","PG","2010-01-08",100,"7.3","Emily Blunt","49189","Julian Fellowes",2009,100
"2826","There's Something About Mary",2.3e+07,"Twentieth Century Fox Film Corporation","USA","Bobby Farrelly","Comedy","176484651.0","R","1998-07-15",119,"7.1","Ben Stiller","259794","Ed Decter",1998,611
"2827","There Goes My Baby",10500000,"Nelson Entertainment","USA","Floyd Mutrux","Comedy","123509.0","R","1994-09-02",99,"6.4","Dermot Mulroney","902","Floyd Mutrux",1994,31
"2828","There Will Be Blood",2.5e+07,"Paramount Vantage","USA","Paul Thomas Anderson","Drama","40222514.0","R","2008-01-25",158,"8.1","Daniel Day-Lewis","412459","Paul Thomas Anderson",2007,1107
"2829","They",1.7e+07,"Dimension Films","USA","Robert Harmon","Horror","12840842.0","PG-13","2002-11-27",89,"4.8","Laura Regan","11322","Brendan Hood",2002,271
"2830","They Live",4e+06,"Alive Films","USA","John Carpenter","Action","13008928.0","R","1988-11-04",94,"7.3","Roddy Piper","83379","Ray Nelson",1988,333
